id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio
PED-11119,CLI-1063,PROD-126,TR-102,Centro,2556,34.26,1686,2025-07-01,2025-07-05,2025-07-09,Entregado
PED-11120,CLI-1140,PROD-108,TR-102,Oeste,168,25.09,25,2025-02-22,2025-02-26,2025-02-26,Entregado
PED-11121,CLI-1002,PROD-126,TR-103,Sur,852,34.25,1124,2024-08-12,2024-08-17,2024-08-17,Entregado
PED-11122,CLI-1137,PROD-121,TR-101,Oeste,192,31.56,72,2026-01-09,2026-01-12,2026-01-12,Entregado
PED-11123,CLI-1141,PROD-106,TR-104,Norte,2601,29.9,1677,2024-08-13,2024-08-17,2024-08-16,Entregado
PED-11124,CLI-1101,PROD-104,TR-104,Norte,194,32.41,26,2024-08-25,2024-08-29,2024-08-29,Entregado
PED-11125,CLI-1023,PROD-115,TR-102,Centro,243,21.5,324,2025-04-15,2025-04-19,2025-04-18,Entregado
PED-11126,CLI-1046,PROD-120,TR-103,Norte,1678,24.61,1623,2024-01-22,2024-01-27,2024-01-26,Entregado
PED-11127,CLI-1017,PROD-104,TR-101,Este,194,27.69,26,2025-03-12,2025-03-15,2025-03-16,Entregado
PED-11128,CLI-1003,PROD-119,TR-101,Norte,93,33.27,129,2025-01-21,2025-01-24,2025-01-27,Entregado
PED-11129,CLI-1021,PROD-108,TR-102,Sur,84,28.01,75,2025-10-04,2025-10-08,2025-10-07,Entregado
PED-11130,CLI-1086,PROD-127,TR-101,Oeste,108,16.65,31,2024-07-26,2024-07-29,2024-07-30,Entregado
PED-11131,CLI-1062,PROD-101,TR-103,Centro,67,22.93,19,2025-10-04,2025-10-09,2025-10-08,Entregado
PED-11132,CLI-1026,PROD-116,TR-104,Sur,464,19.82,287,2024-05-25,2024-05-29,2024-06-01,Entregado
PED-11133,CLI-1073,PROD-107,TR-104,Este,940,34.76,276,2025-12-04,2025-12-08,2025-12-07,Entregado
PED-11134,CLI-1057,PROD-103,TR-103,Norte,469,32.97,544,2024-12-31,2025-01-05,,Cancelado
PED-11135,CLI-1011,PROD-119,TR-102,Oeste,279,26.5,43,2024-07-01,2024-07-05,2024-07-05,Entregado
PED-11136,CLI-1038,PROD-128,TR-103,Este,60,32.78,58,2025-10-01,2025-10-06,2025-10-06,Entregado
PED-11137,CLI-1094,PROD-129,TR-103,Oeste,65,29.11,17,2026-04-10,2026-04-15,2026-04-14,Entregado
PED-11138,CLI-1037,PROD-110,TR-102,Sur,205,23.81,124,2025-02-03,2025-02-07,2025-02-07,Entregado
PED-11139,CLI-1071,PROD-104,TR-101,Este,194,16.96,52,2024-11-26,2024-11-29,2024-11-28,Entregado
PED-11140,CLI-1108,PROD-115,TR-104,Este,243,32.92,324,2025-09-08,2025-09-12,2025-09-12,Entregado
PED-11141,CLI-1098,PROD-113,TR-104,Sur,633,18.69,102,2025-07-05,2025-07-09,2025-07-10,Entregado
PED-11142,CLI-1107,PROD-116,TR-102,Sur,464,34.84,287,2025-12-20,2025-12-24,2025-12-28,Entregado
PED-11143,CLI-1142,PROD-115,TR-102,Norte,486,16.31,108,2024-04-22,2024-04-26,2024-04-30,Entregado
PED-11144,CLI-1141,PROD-129,TR-104,Norte,65,12.15,51,2024-09-05,2024-09-09,2024-09-08,Entregado
PED-11145,CLI-1036,PROD-112,TR-101,Este,214,11.31,318,2025-12-13,2025-12-16,2025-12-16,Entregado
PED-11146,CLI-1148,PROD-102,TR-104,Este,843,18.18,563,2026-05-07,2026-05-11,2026-05-10,Entregado
PED-11147,CLI-1020,PROD-107,TR-101,Norte,470,20.95,276,2024-01-13,2024-01-16,2024-01-18,Entregado
PED-11148,CLI-1135,PROD-122,TR-103,Sur,420,26.92,321,2025-04-26,2025-05-01,2025-05-01,Entregado
PED-11149,CLI-1073,PROD-103,TR-102,Este,1407,21.84,272,2024-03-02,2024-03-06,2024-03-05,Entregado
PED-11150,CLI-1002,PROD-112,TR-104,Sur,642,30.48,318,2025-11-27,2025-12-01,2025-12-01,Entregado
PED-11151,CLI-1146,PROD-116,TR-103,Norte,928,22.32,287,2025-12-27,2026-01-01,2025-12-31,Entregado
PED-11152,CLI-1032,PROD-123,TR-102,Centro,918,30.3,278,2025-02-14,2025-02-18,2025-02-17,Entregado
PED-11153,CLI-1143,PROD-119,TR-101,Centro,186,25.51,129,2026-04-16,2026-04-19,2026-04-19,Entregado
PED-11154,CLI-1097,PROD-105,TR-101,Este,440,11.37,552,2026-04-02,2026-04-05,2026-04-05,Entregado
PED-11155,CLI-1019,PROD-111,TR-103,Oeste,2586,10.23,550,2024-01-29,2024-02-03,2024-02-02,Entregado
PED-11156,CLI-1002,PROD-124,TR-103,Sur,335,15.63,181,2024-07-11,2024-07-16,,Cancelado
PED-11157,CLI-1144,PROD-101,TR-104,Norte,134,34.48,19,2024-02-16,2024-02-20,2024-02-22,Entregado
PED-11158,CLI-1101,PROD-116,TR-102,Norte,928,27.12,287,2024-11-18,2024-11-22,2024-11-23,Entregado
PED-11159,CLI-1104,PROD-128,TR-101,Sur,60,29.6,87,2025-05-29,2025-06-01,2025-05-31,Entregado
PED-11160,CLI-1122,PROD-118,TR-101,Centro,176,31.96,45,2024-10-24,2024-10-27,2024-10-28,Entregado
PED-11161,CLI-1059,PROD-128,TR-102,Sur,180,34.83,29,2026-04-06,2026-04-10,2026-04-09,Entregado
PED-11162,CLI-1128,PROD-116,TR-103,Este,928,25.02,574,2025-04-03,2025-04-08,2025-04-08,Entregado
PED-11163,CLI-1110,PROD-101,TR-104,Sur,201,33.89,19,2024-09-01,2024-09-05,2024-09-06,Entregado
PED-11164,CLI-1127,PROD-103,TR-101,Este,1407,21.72,272,2024-05-26,2024-05-29,2024-05-29,Entregado
PED-11165,CLI-1116,PROD-110,TR-102,Centro,615,17.86,248,2024-10-29,2024-11-02,2024-11-02,Entregado
PED-11166,CLI-1018,PROD-105,TR-104,Este,880,32.99,828,2024-09-21,2024-09-25,2024-09-25,Entregado
PED-11167,CLI-1031,PROD-118,TR-104,Norte,176,31.21,90,2024-02-10,2024-02-14,2024-02-14,Entregado
PED-11168,CLI-1033,PROD-114,TR-103,Oeste,602,26.58,181,2025-06-08,2025-06-13,2025-06-13,Entregado
PED-11169,CLI-1129,PROD-114,TR-103,Centro,301,34.4,543,2026-06-17,2026-06-22,2026-06-23,Entregado
PED-11170,CLI-1062,PROD-122,TR-101,Centro,420,23.61,107,2024-06-07,2024-06-10,2024-06-10,Entregado
PED-11171,CLI-1018,PROD-107,TR-104,Este,940,20.91,552,2026-06-14,2026-06-18,2026-06-17,Entregado
PED-11172,CLI-1136,PROD-128,TR-104,Sur,120,13.79,58,2024-04-21,2024-04-25,2024-04-27,Entregado
PED-11173,CLI-1081,PROD-110,TR-104,Oeste,205,20.55,248,2024-08-05,2024-08-09,2024-08-09,Entregado
PED-11174,CLI-1139,PROD-104,TR-104,Oeste,291,34.68,26,2024-05-29,2024-06-02,2024-06-02,Entregado
PED-11175,CLI-1097,PROD-101,TR-103,Este,67,14.1,19,2026-03-19,2026-03-24,2026-03-24,Entregado
PED-11176,CLI-1005,PROD-124,TR-104,Oeste,335,10.34,181,2024-10-03,2024-10-07,2024-10-06,Entregado
PED-11177,CLI-1103,PROD-102,TR-103,Oeste,2529,26.25,563,2026-06-13,2026-06-18,2026-06-18,Entregado
PED-11178,CLI-1066,PROD-105,TR-101,Centro,880,12.86,552,2024-04-04,2024-04-07,2024-04-07,Entregado
PED-11179,CLI-1089,PROD-113,TR-104,Este,633,17.9,204,2025-05-01,2025-05-05,2025-05-04,Entregado
PED-11180,CLI-1146,PROD-112,TR-101,Norte,214,26.2,318,2025-07-28,2025-07-31,2025-07-31,Entregado
PED-11181,CLI-1037,PROD-110,TR-103,Sur,205,31.4,248,2024-01-15,2024-01-20,2024-01-20,Entregado
PED-11182,CLI-1029,PROD-125,TR-104,Oeste,1716,25.31,551,2024-09-26,2024-09-30,2024-09-29,Entregado
PED-11183,CLI-1148,PROD-103,TR-101,Este,938,22.97,816,2024-08-11,2024-08-14,2024-08-13,Entregado
PED-11184,CLI-1042,PROD-119,TR-104,Este,279,33.81,129,2024-08-09,2024-08-13,2024-08-12,Entregado
PED-11185,CLI-1094,PROD-126,TR-103,Oeste,2556,27.03,562,2024-01-17,2024-01-22,2024-01-22,Entregado
PED-11186,CLI-1116,PROD-113,TR-104,Centro,422,34.31,306,2024-12-26,2024-12-30,2024-12-31,Entregado
PED-11187,CLI-1045,PROD-114,TR-104,Centro,301,20.05,543,2025-01-17,2025-01-21,2025-01-22,Entregado
PED-11188,CLI-1111,PROD-120,TR-103,Este,839,10.88,541,2025-12-19,2025-12-24,2025-12-23,Entregado
PED-11189,CLI-1004,PROD-119,TR-104,Sur,279,25.29,43,2024-04-16,2024-04-20,2024-04-21,Entregado
PED-11190,CLI-1008,PROD-121,TR-103,Centro,128,18.6,108,2026-05-22,2026-05-27,2026-05-26,Entregado
PED-11191,CLI-1050,PROD-127,TR-104,Este,108,27.15,93,2024-05-07,2024-05-11,2024-05-11,Entregado
PED-11192,CLI-1101,PROD-100,TR-103,Norte,114,15.51,36,2026-03-11,2026-03-16,2026-03-16,Entregado
PED-11193,CLI-1106,PROD-121,TR-102,Sur,64,9.2,36,2024-01-05,2024-01-09,2024-01-09,Entregado
PED-11194,CLI-1095,PROD-126,TR-103,Sur,1704,23.23,562,2024-12-09,2024-12-14,2024-12-15,Entregado
PED-11195,CLI-1100,PROD-126,TR-101,Oeste,852,18.85,1686,2026-03-31,2026-04-03,2026-04-03,Entregado
PED-11196,CLI-1044,PROD-112,TR-103,Norte,214,29.73,318,2025-06-13,2025-06-18,2025-06-17,Entregado
PED-11197,CLI-1129,PROD-103,TR-104,Centro,1407,33.64,272,2026-05-13,2026-05-17,2026-05-17,Entregado
PED-11198,CLI-1052,PROD-102,TR-101,Oeste,2529,9.24,563,2024-01-27,2024-01-30,2024-01-31,Entregado
PED-11199,CLI-1020,PROD-118,TR-104,Norte,176,25.23,135,2024-01-26,2024-01-30,2024-01-29,Entregado
PED-11200,CLI-1091,PROD-105,TR-102,Norte,440,30.77,828,2025-10-30,2025-11-03,2025-11-03,Entregado
PED-11201,CLI-1096,PROD-124,TR-103,Sur,335,9.11,543,2025-11-06,2025-11-11,,Cancelado
PED-11202,CLI-1026,PROD-103,TR-104,Sur,938,32.21,544,2025-09-02,2025-09-06,2025-09-05,Entregado
PED-11203,CLI-1023,PROD-102,TR-104,Centro,1686,21.51,563,2026-05-14,2026-05-18,2026-05-17,Entregado
PED-11204,CLI-1005,PROD-113,TR-101,Oeste,211,19.63,306,2025-05-13,2025-05-16,2025-05-15,Entregado
PED-11205,CLI-1080,PROD-120,TR-104,Norte,839,25.98,541,2026-04-07,2026-04-11,2026-04-11,Entregado
PED-11206,CLI-1008,PROD-103,TR-103,Centro,1407,8.63,816,2024-12-21,2024-12-26,2024-12-27,Entregado
PED-11207,CLI-1065,PROD-129,TR-101,Oeste,65,22.06,51,2024-07-16,2024-07-19,2024-07-20,Entregado
PED-11208,CLI-1093,PROD-103,TR-102,Norte,469,26.83,816,2024-01-31,2024-02-04,2024-02-03,Entregado
PED-11209,CLI-1032,PROD-108,TR-103,Centro,168,23.11,75,2025-05-08,2025-05-13,2025-05-12,Entregado
PED-11210,CLI-1075,PROD-114,TR-104,Oeste,301,13.08,362,2025-03-22,2025-03-26,2025-03-26,Entregado
PED-11211,CLI-1071,PROD-112,TR-101,Este,428,29.54,106,2025-08-20,2025-08-23,,Cancelado
PED-11212,CLI-1124,PROD-113,TR-104,Sur,422,11.35,306,2025-03-09,2025-03-13,2025-03-13,Entregado
PED-11213,CLI-1098,PROD-113,TR-102,Sur,211,12.93,204,2025-08-03,2025-08-07,2025-08-08,Entregado
PED-11214,CLI-1130,PROD-108,TR-104,Centro,252,19.06,50,2024-10-27,2024-10-31,2024-11-01,Entregado
PED-11215,CLI-1082,PROD-113,TR-102,Centro,633,18.36,204,2025-01-01,2025-01-05,2025-01-04,Entregado
PED-11216,CLI-1080,PROD-103,TR-101,Norte,469,23.54,544,2024-11-22,2024-11-25,2024-11-26,Entregado
PED-11217,CLI-1059,PROD-117,TR-101,Sur,1377,11.23,272,2025-01-29,2025-02-01,2025-01-31,Entregado
PED-11218,CLI-1071,PROD-122,TR-101,Este,630,16.92,214,2025-08-10,2025-08-13,2025-08-13,Entregado
PED-11219,CLI-1081,PROD-106,TR-102,Oeste,867,19.66,1118,2024-02-20,2024-02-24,2024-02-24,Entregado
PED-11220,CLI-1031,PROD-114,TR-102,Norte,301,9.06,543,2025-09-07,2025-09-11,2025-09-11,Entregado
PED-11221,CLI-1004,PROD-120,TR-101,Sur,839,32.83,1623,2025-04-17,2025-04-20,2025-04-20,Entregado
PED-11222,CLI-1010,PROD-110,TR-101,Oeste,615,15.78,248,2024-03-12,2024-03-15,2024-03-15,Entregado
PED-11223,CLI-1088,PROD-112,TR-101,Sur,642,18.92,106,2025-07-23,2025-07-26,2025-07-26,Entregado
PED-11224,CLI-1116,PROD-115,TR-101,Centro,243,14.44,108,2026-05-13,2026-05-16,2026-05-17,Entregado
PED-11225,CLI-1035,PROD-103,TR-103,Centro,469,10.83,272,2026-06-01,2026-06-06,2026-06-06,Entregado
PED-11226,CLI-1094,PROD-126,TR-101,Oeste,852,9.77,562,2025-12-05,2025-12-08,2025-12-08,Entregado
PED-11227,CLI-1077,PROD-102,TR-103,Norte,1686,13.01,1689,2024-12-03,2024-12-08,2024-12-08,Entregado
PED-11228,CLI-1035,PROD-118,TR-104,Centro,264,25.38,90,2024-05-02,2024-05-06,2024-05-05,Entregado
PED-11229,CLI-1031,PROD-116,TR-102,Norte,928,28.98,574,2025-08-14,2025-08-18,2025-08-18,Entregado
PED-11230,CLI-1123,PROD-107,TR-101,Este,470,23.3,552,2024-09-27,2024-09-30,,Cancelado
PED-11231,CLI-1052,PROD-122,TR-101,Oeste,210,26.27,107,2024-03-17,2024-03-20,2024-03-19,Entregado
PED-11232,CLI-1119,PROD-126,TR-104,Centro,852,28.68,1686,2024-07-11,2024-07-15,2024-07-15,Entregado
PED-11233,CLI-1131,PROD-127,TR-103,Sur,108,12.58,93,2026-02-17,2026-02-22,2026-02-23,Entregado
PED-11234,CLI-1033,PROD-107,TR-103,Oeste,1410,29.17,276,2025-01-29,2025-02-03,2025-02-04,Entregado
PED-11235,CLI-1071,PROD-113,TR-102,Este,633,12.4,102,2025-12-03,2025-12-07,,Cancelado
PED-11236,CLI-1028,PROD-107,TR-101,Sur,940,22.57,828,2025-04-16,2025-04-19,2025-04-18,Entregado
PED-11237,CLI-1090,PROD-108,TR-101,Sur,84,19.02,25,2025-07-17,2025-07-20,2025-07-25,Entregado
PED-11238,CLI-1085,PROD-101,TR-104,Norte,201,27.9,38,2024-10-06,2024-10-10,2024-10-09,Entregado
PED-11239,CLI-1108,PROD-106,TR-103,Este,1734,24.6,1677,2024-07-12,2024-07-17,2024-07-18,Entregado
PED-11240,CLI-1027,PROD-121,TR-101,Oeste,64,9.91,36,2025-10-23,2025-10-26,2025-10-25,Entregado
PED-11241,CLI-1009,PROD-118,TR-103,Centro,176,31.89,45,2024-09-01,2024-09-06,2024-09-08,Entregado
PED-11242,CLI-1103,PROD-112,TR-104,Oeste,428,13.95,212,2024-04-13,2024-04-17,2024-04-18,Entregado
PED-11243,CLI-1088,PROD-120,TR-103,Sur,839,13.4,541,2025-12-23,2025-12-28,,Cancelado
PED-11244,CLI-1122,PROD-123,TR-103,Centro,459,26.56,556,2026-05-23,2026-05-28,2026-05-27,Entregado
PED-11245,CLI-1042,PROD-105,TR-103,Este,1320,19.84,552,2025-04-11,2025-04-16,2025-04-15,Entregado
PED-11246,CLI-1005,PROD-105,TR-103,Oeste,1320,34.19,552,2026-06-21,2026-06-26,2026-06-28,Entregado
PED-11247,CLI-1125,PROD-127,TR-102,Centro,162,34.75,93,2025-04-28,2025-05-02,2025-05-04,Entregado
PED-11248,CLI-1134,PROD-116,TR-102,Sur,464,29.8,574,2026-02-12,2026-02-16,2026-02-15,Entregado
PED-11249,CLI-1085,PROD-114,TR-104,Norte,602,21.39,543,2026-01-22,2026-01-26,2026-01-27,Entregado
PED-11250,CLI-1003,PROD-126,TR-103,Norte,2556,21.34,1686,2024-11-04,2024-11-09,2024-11-10,Entregado
PED-10001,CLI-1032,PROD-106,TR-104,Centro,2601,24.81,559,2025-11-11,2025-11-15,2025-11-16,Entregado
PED-10002,CLI-1140,PROD-126,TR-101,Oeste,2556,25.85,1686,2024-11-07,2024-11-10,2024-11-10,Entregado
PED-10003,CLI-1119,PROD-114,TR-104,Centro,903,25.96,181,2025-11-22,2025-11-26,2025-11-26,Entregado
PED-10004,CLI-1072,PROD-116,TR-103,Oeste,1392,14.45,574,2024-04-05,2024-04-10,2024-04-09,Entregado
PED-10005,CLI-1050,PROD-104,TR-101,Este,291,20.57,26,2024-02-17,2024-02-20,2024-02-20,Entregado
